text,labels
"Laurence Joseph \""Laurie\"" Maher is the CEO of Coast Shelter, a non-profit organisation assisting homeless people in the Central Coast region of New South Wales, Australia. He is formerly the mayor of Gosford City Council. Maher has held the CEO position since the organisation's founding in 1992. He had also served as the Mayor of Gosford, serving four terms. Maher was first elected to Council in 2004, elected as Mayor in 2007. Maher retired as mayor in 2012. In 2009, Maher was presented with an Award for Services to the Aboriginal Community by the Darkinjung Local Aboriginal Land Council. In 2010 Maher was awarded with Order of Australia Award for his service to the community of Gosford through social welfare and local government organisations. He has also been the recipient of the NSW Community Service Award.",OfficeHolder
"Lord Edmund Howard (c. 1478 – 19 March 1539) was the third son of Thomas Howard, 2nd Duke of Norfolk, and his first wife, Elizabeth Tilney. His sister, Elizabeth, was the mother of Henry VIII's second wife, Anne Boleyn, and he was the father of the king's fifth wife, Catherine Howard. His first cousin, Margery Wentworth, was the mother of Henry's third wife, Jane Seymour.",Noble
"Ernst Platner (German: [ˈplatnɐ]; 11 June 1744 – 27 December 1818) was a German anthropologist, physician and Rationalist philosopher, born in Leipzig. He was the father of painter Ernst Zacharias Platner (1773–1855).",Philosopher
"Gelawdewos (Ge'ez: ገላውዴዎስ galāwdēwōs, modern gelāwdēwōs, \""Claudius\""; 1521/1522 – 23 March 1559) was Emperor (throne name Asnaf Sagad I (Ge'ez: አጽናፍ ሰገድ aṣnāf sagad, modern āṣnāf seged, \""to whom the horizon bows\"" or \""the remotest regions submit [to him]\""; September 3, 1540 - March 23, 1559) of Ethiopia, and a member of the Solomonic dynasty. He was a younger son of Dawit II by Sabla Wengel.",Monarch
"Lt.-Colonel The Hon. Arthur Trefusis Heneage Williams (June 13, 1837 – July 4, 1885) was a Canadian businessman, farmer and political figure. His statue stands in front of the town hall of Port Hope, Ontario. Born at Penryn Park, Port Hope in Upper Canada in 1837, a member of the Williams family of Caerhays and Burncoose. He was the eldest son of John Tucker Williams and his wife Sarah, daughter of Judge Thomas Ward (1770–1861) of Port Hope. He studied at Upper Canada College and the University of Edinburgh before travelling throughout Europe. He studied law but was not called to the bar, instead he 'delighted in calling himself a farmer', managing Penryn Park, the estate he'd inherited from his father. He was president and founder of the Midlands Loan and Savings Company and a director for the Midland Railway of Canada. In politics he represented Durham East in the Legislative Assembly of Ontario from 1867 to 1874 and in the Canadian House of Commons as a Conservative member from 1879 to 1885. Williams was captain in the local militia, later becoming lieutenant-colonel. In 1885, he led the Midland Battalion which helped put down the Northwest Rebellion. Shortly after the Battle of Batoche, he became ill and died of fever on a steamboat on the North Saskatchewan River in 1885. The Dictionary of Canadian Biography writes, Colonel Williams was the only nationally known figure to die in the northwest campaign and his body was brought home in state. A huge funeral was held in Port Hope where citizens erected a statue in his honour. Parliament voted his orphaned children a special pension. Then, like most heroes, he was gradually forgotten. To Charles Arkoll Boulton, a contemporary, Williams “represented what might be termed Young Canada”; to posterity, he reflects a model of the patriotic landed gentleman, using his wealth and position for dignified public service, accepting payment in the currency of honour and prestige. In short, Arthur Williams was an anachronism. Williams married Emily, the daughter of Senator Benjamin Seymour of Port Hope. They were the parents of General Arthur Victor Seymour Williams. A collection of his North West Rebellion Medal with Saskatchewan bar and his son's Second Boer War, and World War I medals were auctioned by Plato Auctions in April 2010.",MilitaryPerson
"The military career of Benedict Arnold in 1781 consisted of service in the British Army. Arnold had changed sides in September 1780, after his plot to surrender the key Continental Army outpost at West Point was exposed. After spending the rest of 1780 recruiting Loyalists for a new regiment called the American Legion, Arnold was sent with 1,600 men in late December by General Sir Henry Clinton to Virginia, with instructions to raid Richmond and then establish a strong fortification at Portsmouth. Landing in Virginia on January 4, 1781, he raided Richmond the next day. After raiding a few nearby communities, he returned to Portsmouth, where his troops established fortifications. They remained there until late March, when 2,000 reinforcements led by General William Phillips arrived. Phillips took command of the forces, and Arnold served under him as they resumed raiding operations aimed at potentially establishing a permanent presence at Richmond. Although they fought off a spirited militia defense in the Battle of Blandford in late April, the timely arrival of Continental forces under the Marquis de Lafayette prevented the taking of Richmond. Phillips continued to raid, but was ordered to Petersburg to effect a junction with General Charles Cornwallis, who was marching up from North Carolina. Phillips died on May 13 of a fever, and Arnold was briefly in command again until Cornwallis arrived a week later. Arnold returned to New York, suffering from a recurrence of gout. When French and American movements to encircle Cornwallis at Yorktown became apparent to General Clinton, he sent Arnold on a raiding expedition in early September to New London, Connecticut in an attempt to draw American resources away from Virginia. Arnold raided the port, but a detachment of his troops was involved in the bloody Battle of Groton Heights at a fort across the Thames River. The operation was the last command Arnold held. In December, he and General Cornwallis, who had been released on parole after his surrender at Yorktown, sailed for England. During his command of British troops, Arnold did not command a great deal of respect from other officers. His actions in Virginia and Connecticut were criticized, and allegations that he was primarily interested in money circulated in New York. On his arrival in England he was also unable to acquire new commands either in the army or with the British East India Company. He resumed his business and trade activities, and died in London in 1801.",MilitaryPerson
"Alexandra D. \""Allie\"" Curtis (born December 19, 1991) is an American beauty pageant titleholder from Pensacola, Florida, who was crowned Miss Rhode Island 2015. She competed for the Miss America 2016 title in September 2015 and placed outside the Top 15.",BeautyQueen
"Nathaniel Barclay DCM (1 October 1895 – 11 September 1962) was an Irish-born Australian politician. He was born in Killeavy in County Armagh to farmer Jonathan Barclay and Alice Turner. He migrated to Victoria around 1914, and served in the Australian Imperial Force during the First World War, seeing action at Gallipoli and in France, where he was awarded the Distinguished Conduct Medal in 1917. On his return he was a soldier settler at Red Cliffs, where he grew dried fruit. On 6 December 1924 he married Daisy Florence Heritage. He returned to the armed forces during the Second World War, and before and after that conflict was president of the local Returned and Services League. In 1947 he was elected to the Victorian Legislative Assembly as the Country Party member for Mildura. He was defeated in 1952, and served on Mildura Shire Council from 1953 to 1962, with a period as president from 1958 to 1959. He returned to the Legislative Assembly in 1955 and served until his death at East Melbourne in 1962.",OfficeHolder
"(This is a Korean name; the family name is Kim.) Kim Jong-un (Chosŏn'gŭl: 김정은; Korean: [ɡ̊im d̥ʑ̥̯̯ʌŋ ɯn]; born 8 January 1984 in Pyongyang) is the Chairman of the Workers' Party of Korea and supreme leader of the Democratic People's Republic of Korea (DPRK), commonly referred to as North Korea. Kim is the third and youngest son of Kim Jong-il (1941—2011) and his consort Ko Yong-hui. Little is known for certain about Kim Jong-un. Before taking power, Kim had barely been seen in public, and many of the activities of both Kim and his government remain shrouded in secrecy. Even details such as what year he was born, and whether he did indeed attend a Western school under a pseudonym, are difficult to confirm with certainty. Kim was officially declared the supreme leader following the state funeral of his father on 28 December 2011. Kim holds the titles of Chairman of the Workers' Party of Korea, Chairman of the Central Military Commission, Chairman of the National Defence Commission, Supreme Commander of the Korean People's Army, and presidium member of the Politburo of the Workers' Party of Korea. Kim was promoted to the rank of Marshal of North Korea in the Korean People's Army on 18 July 2012, consolidating his position as the Supreme Commander of the Armed Forces and is often referred to as Marshal Kim Jong-un or \""the Marshal\"" by state media. Kim obtained two degrees, one in physics at Kim Il-sung University, and another as an Army officer at the Kim Il-sung Military University. On 9 March 2014, Kim Jong-un was elected unopposed to the Supreme People's Assembly. At 33 years of age, Kim is the first North Korean leader born after the country's founding. Kim was named the World's 46th Most Powerful Person by the Forbes list of The World's Most Powerful People in 2013.",OfficeHolder
"Mai Šein (born 10 May 1946 in Räägi, Saaremaa) is a notable Estonian architect. Mai Šein studied in the National Art Institute of the Estonian SSR (today's Estonian Academy of Arts) in the department of architecture. She graduated from the institute in 1970. From 1970 to 1990, Mai Šein worked in the Tallinn office of the soviet design bureau Tsentrosojuz Projekt. Currently Mai Šein works in the architectural bureau Mai Šein OÜ. Notable works by Mai Šein are the Golf Club of Tallinn in Niitvälja, the building of the Energetics department of the Tallinn Technical University, apartment building on Koidula Street and the terrace housing on the Sõpruse road. Mai Šein is a member of the Union of Estonian Architects.",Architect
"Norman Park Ramsey (September 1, 1922 – June 15, 1993) was a United States federal judge. Born in Fairchance, Pennsylvania, Ramsey served in the U.S. Marine Corps during World War II, from 1943 to 1946, achieving the rank of First Lieutenant. He received an LL.B. from the University of Maryland School of Law in 1947. He was a law clerk, Hon. William Calvin Chesnut of the U.S. District Court for the District of Maryland from 1946 to 1947. He was an assistant U.S. Attorney of the District of Maryland from 1947 to 1950, entering private practice in Baltimore, Maryland from 1950 to 1955, and then serving as a deputy state attorney general of Maryland from 1955 to 1957. He returned to private practice in Baltimore, Maryland from 1957 to 1980. On July 25, 1980, Ramsey was nominated by President Jimmy Carter to a seat on the United States District Court for the District of Maryland vacated by Charles Stanley Blair. Ramsey was confirmed by the United States Senate on September 29, 1980, and received his commission on September 30, 1980. He assumed senior status on November 1, 1991, serving in that capacity until his retirement, on September 30, 1992. He then returned to private practice, until his death, in Baltimore, Maryland.",Judge
"Lance Edwin Davis (November 3, 1928 – January 20, 2014) was the Mary Stillman Harkness Professor of Social Science at the California Institute of Technology. He researched the economic history of financial markets and institutional and technological change. His work has been recognised by The Cliometric Society via their awarding him a Clio Can in recognition his of exceptional support of cliometrics. Davis was also a research associate at the National Bureau of Economic Research. He earned a PhD from Johns Hopkins University in 1956 with thesis titled United States Financial Intermediaries in the Early 19th Century: Four Case Studies.",Economist
"Jerzy Białłozor (c. 1622-1665) was a Polish nobleman, bishop of Smoleńsk since 1658 and Wilno since 21 November 1661, secretary of the King. Son of Krzysztof Białłozor the Marshal of Upita and starost of Abele.",Noble
"Teingya Minkhaung (Burmese: တိမ်ကြားမင်းခေါင် [tèɪɴdʑá mɪ́ɴɡàʊɴ]) was a minister and an army general of Konbaung Dynasty of Burma (Myanmar). He is best known for his effective guerrilla warfare against the Chinese invasion forces in the Sino-Burmese War (1765–1769). It was his expedition, per the order of King Hsinbyushin, to the northern Shan States in 1764–65 to collect taxes and manpower that led to the Yunnan government to take action. Minkhaung became famous during the third invasion by the Chinese (1767–68) in which he directed the Burmese guerrilla warfare operations against the communication and supply lines between the main Chinese army led by Gen. Mingrui and its main supply base in Hsenwi. He attained the nickname \""Teingya\"" (lit. from the clouds) for his swift guerrilla tactics.",MilitaryPerson
"Lynne Tirrell is Associate Professor of Philosophy at the University of Massachusetts, Boston, where she also teaches in Women’s Studies. Much of the body of her work focuses on hate speech, especially the practical effects of linguistic practices in shaping the social conditions that make genocide and other significant acts of oppression possible. Her research started in the United States but quickly branched in to other regions of the world, and now focuses on Rwanda and the surrounding region. From 2014 to 2017, she will also serve as the chair of the APA Committee on Public Philosophy.",Philosopher
"Aldimir (Bulgarian: Алдимир) or Eltimir (Елтимир) (fl. 1280–1305) was a Bulgarian noble of the 13th–14th century. A member of the Terter dynasty and a younger brother of Tsar George I Terter, Aldimir was an influential local ruler as the despot of Kran. Aldimir rose to that position under his brother George, though as Smilets assumed the throne he was forced into exile. At the turn of the 14th century, Aldimir returned to Bulgaria as an ally of the regent widowed consort Smiltsena. He did not oppose the accession of his nephew Theodore Svetoslav and even assisted him in ousting his contenders. However, he was promptly eliminated by Theodore Svetoslav when he betrayed him to ally with the Byzantines.",Noble
"Hans-Paul Bürkner (*1952 in Varel, Germany) is the former President and CEO of The Boston Consulting Group (2004-2012). He is currently Chairman at BCG. He is the first European to be president and CEO of the company.",OfficeHolder
"Sophie Thalmann (born 7 May 1976) is a French former beauty queen, model and television presenter. She was titled Miss Lorraine in 1997 and Miss France in 1998. She is the 69th Miss France.",BeautyQueen
"Benjamin Piatt Runkle (September 3, 1836 – June 28, 1916) was one of the seven founders of Sigma Chi fraternity and an officer in the Union Army during the American Civil War. He served as Chief Superintendent of Freedmen's Affairs in Kentucky, and was plaintiff in the Supreme Court case Runkle v. United States. Runkle was also an Episcopal rector and twice served as trustee of Miami University.",MilitaryPerson
"Arthur Scherbius (30 October 1878 – 13 May 1929) was a German electrical engineer who patented an invention for a mechanical cipher machine, later sold as the Enigma machine.",Engineer
"Truman Smith Baxter (November 24, 1867 – October 27, 1931) was the 16th mayor of Vancouver, British Columbia. He was born on a farm near Carlingford, Ontario, part of Fullertown Township in Perth County. He was the son of Richard and Elizabeth Baxter, the former a native of Ontario, and the latter of Cornwall, England. The paternal grandfather came from New York to Ontario at the time of the American Revolutionary War, being numbered among the United Empire Loyalists. Truman was educated in the public schools in Perth County Ontario and then attended High School in Stratford Ontario. His mother, Elizabeth died when he was fourteen years old. His father Richard continued farming until his retirement in 1907 when he moved to Toronto. After graduation, Truman took up the profession of teaching, which he practiced for three years in Ontario. In the spring of 1890, at the age of 23, he moved to Vancouver. His first position was in the Leamy & Kyle mill on False creek, one of the city's first sawmills, often referred to as the \""Red Mill\"". After a time he went to the Royal City Planing Mills, and later the Heaps mill on False creek which was later destroyed by fire. During his first year of residence in Vancouver he was employed grading the streets and was also a longshoreman. He then began studying for a first-class teachers certificate in connection with J.A. Fraser, who was at the time MLA for Cariboo. After obtaining the certificate he worked as a teacher in the public schools in Vancouver, eventually becoming the first assistant at Mount Pleasant School. He then studied law and five years later was called to the bar. He practiced for three years in partnership with L.B. McLellan and William Savage. In partnership with Peter Wright he purchased the furniture store of G.W. Hutchins at the corner of Main and Hastings Street, and renamed it Baxter and Wright. Baxter served on three occasions as an alderman for ward 5 in Vancouver (1900, 1905-6, 1912). In 1903, he was an unsuccessful candidate for the provincial legislature, as a Liberal. In 1913, he became mayor running as an independent, and was elected by acclamation. In 1914, he won a second term against L. D. Taylor by 2091 votes. Baxter ran on his strengths as a business administrator, arguing that he had pulled the city’s finances together out of the “financial chaos” caused by previous administrations. Baxter was said to be favoured by women voters, Taylor by working men. In 1915, he lost to Taylor by 686 votes. At Lulu Island, in 1893, Baxter married Miss Sarah Whiteside, a daughter of John Whiteside and a sister of Thomas Whiteside, who for two years also represented ward 5 in city council. They had four children together- Ernest, Fred, Harold, and Marguerite. Baxter was an enthusiastic motorist, and was one of the first car owners in British Columbia. He belonged to the Loyal Orange Lodge, and various civic and social clubs including the Vancouver Board of Trade, Progress, Terminal City, Commercial and Automobile clubs. Baxter faced not only a time of economic decline, but also the circumstances surrounding Canada's involvement with World War I. Two of his four children volunteered to serve overseas in that conflict. All civic departments were reorganized to adapt to the financial crisis and war priorities. At the outbreak of the war, city council voted a two per cent cut in pay of civil servants, but also formed a Charities and Relief Committee to look after those most in need. He worked hard to carry the Canadian Northern Railway agreement to False creek, and was successful in that effort.",OfficeHolder
"Clement Richard Attlee, 1st Earl Attlee, KG, OM, CH, PC, FRS (3 January 1883 – 8 October 1967) was a British politician who was the Prime Minister of the United Kingdom from 1945 to 1951 and the Leader of the Labour Party from 1935 to 1955. Attlee was the first person to hold the office of Deputy Prime Minister of the United Kingdom, serving under Winston Churchill in the wartime coalition government. He went on to lead the Labour Party to a landslide election victory in summer 1945 and to a narrow victory in 1950. He became the first Labour Prime Minister ever to serve a full five-year term, as well as the first to command a Labour majority in Parliament and remains the longest-ever serving Leader of the Labour Party. First elected to Parliament in 1922 from Limehouse, Attlee rose quickly to become a junior minister in the minority government led by Ramsay MacDonald in 1924, and then joined the Cabinet during MacDonald's second ministry of 1929-31. One of only a handful of Labour frontbenchers to retain his seat in the landslide defeat of 1931, he became the party's Deputy Leader. In 1935 he became the Leader of the Party. At first advocating pacificism and appeasement, he later reversed his position and by 1938 became a strong critic of Neville Chamberlain's attempts to appease Adolf Hitler. He took Labour into the Churchill war ministry in 1940. Initially serving as Lord Privy Seal, he was appointed Deputy Prime Minister in 1942. Attlee and Churchill worked together very smoothly, with Attlee working backstage to handle much of the detail and organizational work in Parliament, as Churchill took centre stage with his attention on diplomacy, military policy, and broader issues. With victory in Europe in May 1945, the coalition government was dissolved. Attlee led Labour to win a huge majority in the ensuing 1945 general election two months later. The government he led built the post-war consensus, based upon the assumption that full employment would be maintained by Keynesian policies and that a greatly enlarged system of social services would be created – aspirations that had been outlined in the wartime Beveridge Report. Within this context, his government undertook the nationalisation of public utilities and major industries, as well as the creation of the National Health Service. Attlee himself had little interest in economic matters but this settlement was broadly accepted by all parties for three decades. During his premiership British India (India and Pakistan), Burma (Myanmar), and Ceylon (Sri Lanka) became independent. His government ended the British Mandates of Palestine and Jordan. From 1947 he pushed the United States to take a more vigorous role in the emerging Cold War against Soviet Communism. When the budgetary crisis forced Britain out of Greece in 1947 he called on Washington to counter the Communists with the Truman Doctrine. He avidly supported the Marshall Plan to rebuild Western Europe with American money. In 1949 he promoted the NATO military alliance against the Soviet bloc. He sent British troops to fight in the Malayan Emergency in 1948, and sent the RAF to participate in the Berlin Airlift. He commissioned an independent nuclear deterrent for the UK. After leading Labour to a narrow victory in the 1950 general election, he sent British troops to fight in the Korean War. Attlee was narrowly defeated by the Conservatives under Churchill in the 1951 general election. He continued as Labour leader but had lost his effectiveness by then. He retired after losing the 1955 general election, and was elevated to the House of Lords. In public, Attlee was modest and unassuming; he was ineffective at public relations and lacked charisma. His strengths emerged behind the scenes, especially in committees where his depth of knowledge, quiet demeanour, objectivity and pragmatism proved decisive. He saw himself as spokesman on behalf of his entire party, and successfully kept its multiple factions in harness. Attlee is consistently rated by scholars, critics and public as one of the greatest British Prime Ministers. His reputation among scholars in recent decades has been much higher than during his years as Prime Minister, thanks to his role in forging the welfare state and the coalition opposing Stalin in the Cold War.",OfficeHolder
"Natália Aparecida Guimarães (born December 25, 1984 in Juiz de Fora) is a Brazilian actress, TV host, model and beauty pageant titleholder who won the title of Miss Brasil 2007. She then competed in Miss Universe 2007 where she eventually finished as 1st Runner-Up. Guimarães is a model, actress and current host of Hoje em Dia, of TV Record.",BeautyQueen
"Professor Justice Samuel Kofi Date-Bah (August 26, 1943) is an academic and a former Supreme Court Judge in Ghana and the Gambia.",Judge
"Phillip Blond (born 1 March 1966) is an English political philosopher, Anglican theologian and director of the ResPublica think tank.",Philosopher
"Edward William Mountford (22 September 1855 - 7 February 1908) was an English architect, noted for his Edwardian Baroque style, who designed the Old Bailey.",Architect
"Tiffani Faison (born August 20, 1977 in Germany) is an American chef and was one of two finalists on the first season of Bravo's reality show, Top Chef. She finished second place to Harold Dieterle. Faison was born in Germany to American parents and raised as a self-described \""army brat\"" in various parts of the United States, including Boston, Massachusetts, and Northern California. She worked briefly as a bartender at Lucky's Lounge in 2001 and had a brief and incredibly unsuccessful stint at the Ritz Carlton Boston Common as the Backlot's Food and Beverage Director later the same year. She attended Cambridge Culinary Institute. {2002,2003} She worked as a busser at Todd English's Bonfire in Boston in 2001. She worked at Perdix on Tremont Street in the South End of Boston in 2003. Perdix was rated as the gems of Boston for the culinary scene earlier that year. Just prior to appearing on Top Chef, Faison was employed as chef de partie under Daniel Boulud at his signature, Michelin Star restaurant in the Wynn Las Vegas and also worked at the Tao restaurant at The Venetian in the same city. After the airing of the final episode of Top Chef in May 2006, Faison took a summer position cooking at the Straight Wharf restaurant in Nantucket, Massachusetts, working under chefs Amanda Lydon and Gabriel Frasca. In 2007, she was executive chef at Todd English's brasserie, Riche, in New Orleans, Louisiana. In May 2007, Faison cohosted a Greek Isles culinary cruise for Olivia, a lesbian lifestyle and travel services company. Faison took part in a single episode cooking competition called 4 Star All Stars which pitted four Top Chef season one contestants (Stephen Asprinio, Dieterle, Faison and David Martin) against four season two contestants (Elia Aboumrad, Ilan Hall, Sam Talbot and Marcel Vigneron). Faison's team scored the winning menu and received a $20,000 donation to the Susan G. Komen for the Cure charity. This episode aired on Bravo on June 6, 2007. Faison also took part in the Top Chef Holiday Special that aired on December 7, 2007, winning the $20,000 prize. Faison returned to Boston, and was Executive Chef at Rocca Kitchen & Bar (500 Harrison Avenue), a once popular neighborhood space on Friday nights, until it closed in December, 2010. Faison returned as a contestant on season 8 of Top Chef, and was eliminated in the sixth episode. Faison finished as runner-up in the Top Chef Duels 2014 competition. Faison is currently owner and head chef of Sweet Cheeks Q, a Texas-style barbecue restaurant in Boston's Fenway District. Opened in the Fall of 2011, it is her first restaurant. In December 2015 she opened Tiger Mama, a restaurant in Fenway focusing on Southeast Asian cuisine.",Chef
Margarita Arellanes Cervantes is a Mexican politician born in Monterrey affiliated with the National Action Party. In 2012 she won the Monterrey municipal elections and became the first female Mayor of Monterrey. Arellanes was elected for a 3-year term but in December 2014 left office to seek her party nomination as the PAN candidate for the 2015 Gubernatorial election. Arellanes began the internal race as the favorite candidate but after losing support from different party leader she was defeated by candidate Felipe de Jesús Cantú Rodríguez. In March 2015 she took office again to finish her term as Mayor of Monterrey.,OfficeHolder
"Karl-Theodor Molinari (7 February 1915 – 11 December 1993) was an officer in the Wehrmacht and later in the Bundeswehr. He resigned in 1970 with the rank of a Generalmajor after it became public that he had possibly been involved in the shooting of 105 French resistant fighters in the Ardennes area on 12/13 June 1944. These allegations have not been proven since. Besides, Molinari was a German politician, representative of the German Christian Democratic Union in the afterwar years.",MilitaryPerson
The following is a list of Playboy Playmates of 1985. Playboy magazine names its Playmate of the Month each month throughout the year.,PlayboyPlaymate
"Heston Marc Blumenthal, OBE (/ˈbluːmənθɔːl/; born 27 May 1966) is a British celebrity chef. He is the proprietor of The Fat Duck in Bray, Berkshire, one of four restaurants in Great Britain to have three Michelin stars; it was voted No. 1 in The World’s 50 Best Restaurants in 2005. Blumenthal owns the restaurant Dinner in London, which has two Michelin stars, and two pubs in Bray, The Crown at Bray and The Hinds Head, which has one Michelin star. He invented recipes for triple-cooked chips and soft-centred Scotch eggs. He advocates scientific understanding in cooking, for which he has been awarded honorary degrees from Reading, Bristol and London universities and made a Fellow of the Royal Society of Chemistry. He is a pioneer of multisensory cooking, foodpairing and flavour encapsulation. He has described his ideas in books, newspaper columns and a TV series.",Chef
"William George \""Borneo\"" Gregory (born May 14, 1957), is a retired NASA astronaut and United States Air Force lieutenant colonel.",Astronaut
"Nahmanides [Nah-man-nid-ez] (רבי משה בן נחמן), also known as Rabbi Moses ben Naḥman Girondi, Bonastruc ça (de) Porta and by his Hebrew acronym רמב\""ן Ramban (/rɑːmˈbɑːn/), (1194–1270), was a leading medieval Jewish scholar, Spanish Sephardic rabbi, philosopher, physician, kabbalist, and biblical commentator. He was raised, studied, and lived for most of his life in Girona, Catalonia, Spain. He is also considered to be an important figure in the re-establishment of the Jewish community in Jerusalem following its decimation at the hands of the Crusaders in 1099.",Philosopher
Acharya Vijay Vallabh Suri was a Jain monk. He is also known as Punjab Kesari. He was a disciple of Vijayanandsuri. He worked for the religious as well as improving the social life of people. He worked actively in Punjab.,Religious
"Nale Boniface (born in 1993) is a Tanzanian beauty pageant titleholder who was crowned Miss Earth Tanzania 2014. She represented her country at the Miss Earth 2014 and replaced winner Carolyne Bernard to compete at the Miss Universe 2014 in Doral, Florida.",BeautyQueen
